UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE GENDER,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE GENDER,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE GENDER,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE GENDER,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE
P.154,JOHOR,P.154,MERSING,PN - PPBM,,66275,2337,71.62,47469,175,388,46906,UMNO,ABD LATIF BANDI,MALE,56,18729,DAP,ZULAIKHA ZAIDI,FEMALE,29,6813,PPBM,ISLAHUDDIN ABAS,MALE,,21066,PEJUANG,NURFATIMAH IBRAHIM,FEMALE,33,209,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CAR,ISMAIL BIN DON,MALE,54,89,,,,,,,,,,,,,,,
P.155,JOHOR,P.155,TENGGARA,BN - UMNO,,67294,2991,77.27,51997,201,446,51350,UMNO,MANNDZRI BIN NASIB,MALE,42,21185,PKR,ZURAIDAH CHEDAH,FEMALE,53,11618,PAS,KOLONEL NAZARI,MALE,61,18194,PUTRA,AZHAR PALAL,MALE,57,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.156,JOHOR,P.156,KOTA TINGGI,BN - UMNO,,61291,8390,77.91,47753,102,318,47333,UMNO,KHALED NORDIN,MALE,63,25410,PAN,ONN JAAFAR,MALE,,4903,PPBM,RIDHWAN RASMAN,MALE,,17020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.157,JOHOR,P.157,PENGERANG,BN - UMNO,,55316,5010,76.45,42288,129,319,41840,UMNO,AZALINA OTHMAN SAID,FEMALE,58,21738,PAN,CHE ZAKARIA BIN MOHD SALLEH,MALE,61,3374,PPBM,CIKGU IMAM NIZAR,MALE,43,16728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.158,JOHOR,P.158,TEBRAU,PH - PKR,,223301,30720,75.87,169414,435,1014,167965,MCA,NICOLE WONG,FEMALE,42,30767,PKR,JIMMY PUAH WEE TEE SZE,MALE,46,83959,PPBM,MOHAMAD ISA BIN MOHAMAD BASIR,MALE,44,53239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.159,JOHOR,P.159,PASIR GUDANG,PH - PKR,,198485,31558,76.01,150876,298,1298,149280,UMNO,NOOR AZLEEN AMBROS,MALE,37,37369,PKR,HASSAN ABDUL KARIM,MALE,71,71233,PPBM,MOHAMAD FARID BIN ABDUL RAZAK,MALE,,39675,IMAN,MOHAMMAD RAFFI BERAN,MALE,,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.160,JOHOR,P.160,JOHOR BAHRU,PH - PKR,,136368,16041,70.05,95521,291,837,94393,UMNO,JOHAN ROPI,MALE,42,27211,PKR,AKMAL NASIR,MALE,36,43252,PPBM,MOHTAJ,MALE,,22075,PEJUANG,HAIRY MAHMOOD,MALE,,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.161,JOHOR,P.161,PULAI,PH - PAN,,165313,33174,71.63,118414,348,763,117303,UMNO,NUR JAZLAN,MALE,56,31726,PAN,DATUK SERI SALAHUDDIN AYUB,MALE,60,64900,GERAKAN,LOH KAH YONG,MALE,,20677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.162,JOHOR,P.162,ISKANDAR PUTERI,PH - DAP,,222437,60036,74.42,165527,532,1315,163680,MCA,DATUK JASON TEOH,MALE,53,36783,DAP,LIEW CHIN TONG,MALE,45,96819,PPBM,JASHEN TAN,MALE,,30078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.163,JOHOR,P.163,KULAI,PH - DAP,,151247,36023,76.92,116339,229,857,115253,MCA,CHUA JIAN BOON,MALE,29,29506,DAP,TEO NIE CHING,FEMALE,41,65529,GERAKAN,DATO' TAN,MALE,,20218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.164,JOHOR,P.164,PONTIAN,BN - UMNO,,75212,5758,76.65,57647,176,620,56851,UMNO,DATUK SERI AHMAD MASLAN,MALE,66,23201,DAP,SHAZWAN ZDAINAL,MALE,,15901,PPBM,CIKGU ISA BIN AB HAMID,MALE,,17443,GB,JAMALUDDIN MOHAMAD,MALE,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.165,JOHOR,P.165,TANJUNG PIAI,BN - MCA,,70679,6360,77.97,55106,123,395,54588,MCA,WEE JECK SENG,MALE,58,23593,,,,,,PPBM,NAJWAH HALIMAH,FEMALE,,13762,,,,,,,,,,,,,,,,,,,,,MUDA,LIM WEI JIET,MALE,32,17233,,,,,,,,,,,,,,,,,,,,,,,,,
P.166,WILAYAH PERSEKUTUAN LABUAN,P.166,LABUAN,PN - PPBM,,44484,708,64.66,28762,67,246,28449,UMNO,BASHIR BIN ALIAS,MALE,57,7416,PAN,DATUK WIRA DR RAMLI,MALE,,5307,PPBM,DATO' DR. SUHAILI ABDUL RAHMAN,MALE,61,8124,PUTRA,RAMLE,MALE,,90,,,,,,,,,,,WARISAN,DATUK ROZMAN ISLI,MALE,57,7310,PBM,DAYANG RUSIMAH @ RAYNIE BINTI DATUK HJ. MOHD. DIN,FEMALE,42,202,,,,,,,,,,,,,,,,,,,,,,,,,
P.167,SABAH,P.167,KUDAT,INDEPENDENT,,75724,1967,60.82,46056,234,714,45108,,,,,,PKR,THONNY CHEE,MALE,42,4726,,,,,,PEJUANG,PETRONELLA USUN,FEMALE,34,282,,,,,,PPBM,RUDDY BIN AWAH,MALE,53,14356,WARISAN,RASHID BIN ABDUL HARUN,MALE,,9421,,,,,,,,,,,INDEPENDENT - KEY,VERDON BIN BAHANDA,MALE,,16323,,,,,,,,,,,,,,,
P.168,SABAH,P.168,KOTA MARUDU,KDM,,80735,8174,62.96,50828,127,755,49946,,,,,,,,,,,,,,,,PEJUANG,MOHD AZMI BIN HJ ZULKIFLEE,MALE,,279,,,,,,PBS,DR.MAXIMUS@JOHNITY ONGKILI,MALE,69,16144,WARISAN,JILID @ ZAINUDDIN BIN KUMINDING,MALE,60,5320,MUDA,SHAHRIZAL DENCI,MALE,40,3225,KDM,DATUK WETROM BAHANDA,MALE,51,24318,INDEPENDENT - KEY,NORMAN BIN TULANG (TAS),MALE,,660,,,,,,,,,,,,,,,
P.169,SABAH,P.169,KOTA BELUD,WARISAN,,79885,4582,69.19,55272,486,749,54037,UMNO,DATUK SERI PANGLIMA ABD RAHMAN BIN DAHLAN.,MALE,57,20566,PKR,MADELI @ MODILY BIN BANGALI,MALE,,8323,,,,,,,,,,,,,,,,,,,,,WARISAN,MUNIRAH MAJILIS,FEMALE,40,25148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 170,SABAH,P. 170,TUARAN,PH - UPKO,,83419,233,70.87,59122,149,746,58227,,,,,,UPKO,MADIUS TANGAU,MALE,64,24943,,,,,,PEJUANG,MUMININ B. NORBINSHA,MALE,,445,,,,,,PBS,JONISTON BANGKUAI,MALE,60,24710,WARISAN,JO-ANNA SUE HENLEY RAMPAS,FEMALE,33,5728,,,,,,,,,,,INDEPENDENT - KEY,BOBY BIN LEWAT,MALE,,393,INDEPENDENT - PEN,NOORTAIP BIN SUHAILI @ SUALEE,MALE,,2008,,,,,,,,,,
P. 171,SABAH,P. 171,SEPANGGAR,PH - PKR,,108370,7042,66.13,71663,384,975,70304,UMNO,YAKUB KHAN,MALE,60,19980,PKR,MUSTAPHA SAKMUD,MALE,53,27022,,,,,,PEJUANG,YUSOF BIN KUNCHANG,MALE,,731,,,,,,,,,,,WARISAN,MOHD AZIS JAMMAN,MALE,48,18594,KDM,JUMARDIE LUKMAN,MALE,40,3977,,,,,,,,,,,,,,,,,,,,,,,,,
P. 172,SABAH,P. 172,KOTA KINABALU,PH - DAP,,74059,23783,60.31,44663,186,357,44120,,,,,,DAP,CHAN FOONG HIN,MALE,44,31359,,,,,,,,,,,,,,,,PBS,YEE TSAI YIEW,FEMALE,32,4592,WARISAN,YEO YAN YIN @ AMANDA,FEMALE,29,7576,KDM,WINSTON LIAW KIT SIONG,MALE,,456,,,,,,,,,,,INDEPENDENT - TELEPHONE,MARCEL JUDE,MALE,,137,,,,,,,,,,
P. 173,SABAH,P. 173,PUTATAN,BN - UMNO,,63173,124,66.83,42221,183,789,41249,UMNO,SHAHELMEY BIN YAHYA,MALE,49,16234,PKR,AWANG HUSAINI BIN SAHARI,MALE,55,16110,,,,,,IMAN,POYNE B. TUDUS @ PATRICK PAYNE,MALE,,394,,,,,,,,,,,WARISAN,AHMAD BIN MOHD SAID,MALE,,8511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 174,SABAH,P. 174,PENAMPANG,PH - UPKO,,77214,14410,66.44,51301,126,445,50730,,,,,,UPKO,EWON BENEDICK,MALE,39,29066,,,,,,,,,,,,,,,,STAR,KENNY CHUA TECK HO,MALE,,6719,WARISAN,DATUK DARELL LEIKING,MALE,51,14656,,,,,,,,,,,INDEPENDENT - TREE,RICHARD JIMMY,MALE,54,289,,,,,,,,,,,,,,,
P. 175,SABAH,P. 175,PAPAR,GRS - PPBM,,59942,12822,73.9,44295,123,663,43509,,,,,,DAP,HENRY SHIM,MALE,39,9144,,,,,,PEJUANG,NICHOLAS SYLVESTER @ BERRY,MALE,56,783,,,,,,PPBM,DATUK ARMIZAN BIN MOHD ALI,MALE,46,22948,WARISAN,HJ. AHMAD HASSAN,MALE,,10126,,,,,,,,,,,INDEPENDENT - KEY,NORBERT CHIN,MALE,,231,INDEPENDENT - PEN,JOHNNY SITAMIN,MALE,,277,,,,,,,,,,
P. 176,SABAH,P. 176,KIMANIS,BN - UMNO,,40763,3037,77.25,31491,79,344,31068,UMNO,MOHAMAD BIN ALAMIN,MALE,50,13004,UPKO,ROWINDY LAWRENCE ODONG,FEMALE,40,3931,,,,,,PEJUANG,YUSOP BIN OSMAN,MALE,,153,,,,,,,,,,,WARISAN,DAUD BIN YUSOF,MALE,61,9967,KDM,AMAT BIN MD YUSOF,MALE,,4013,,,,,,,,,,,,,,,,,,,,,,,,,
P. 177,SABAH,P. 177,BEAUFORT,BN - UMNO,,43248,2518,69.19,29924,74,552,29298,UMNO,DATUK SITI AMINAH BINTI ACHING,FEMALE,,10570,PKR,DIKIN BIN MUSAH,MALE,67,7835,,,,,,,,,,,,,,,,,,,,,WARISAN,MASRI BIN ADUL,MALE,,2152,KDM,DATUK HJH.JOHAIR MAT LANI,FEMALE,57,8052,,,,,,,,,,,INDEPENDENT - TREE,MATLANI BIN SABLI,MALE,,143,INDEPENDENT - KEY,JOHAN @ CHRISTOPHER BIN O T GHANI,,,546,,,,,
P. 178,SABAH,P. 178,SIPITANG,GRS - PPBM,,45871,4691,65,29816,108,647,29061,,,,,,PAN,LAHIRUL,MALE,,4834,,,,,,,,,,,,,,,,PPBM,DATUK MATBALI BIN MUSAH,MALE,,14459,WARISAN,ADNAN BIN OKK PUTEH,MALE,,9768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 179,SABAH,P. 179,RANAU,GRS - PPBM,,66517,11092,64.36,42811,130,383,42298,,,,,,PKR,TAUFIK DAHLAN,MALE,,11514,,,,,,PEJUANG,AZIZUL JULIRIN,MALE,34,1267,,,,,,PPBM,JONATHAN YASIN,MALE,,22606,WARISAN,MARKOS SITON,MALE,67,2657,PBRS,EWON BIN EBIN,MALE,68,4254,,,,,,,,,,,,,,,,,,,,,,,,,
P. 180,SABAH,P. 180,KENINGAU,GRS - STAR,,87588,8056,63.41,55542,246,424,54872,,,,,,DAP,GRELYDIA GILLOD,FEMALE,32,15099,,,,,,,,,,,,,,,,STAR,DATUK SERI PANGLIMA DR.JEFFREY G.KITINGAN,MALE,74,23155,WARISAN,RASININ KOUTIS @ KAUTIS,MALE,,7020,KDM,DATUK JAKE NOINTIN,MALE,,9598,,,,,,,,,,,,,,,,,,,,,,,,,
P. 181,SABAH,P. 181,TENOM,INDEPENDENT,,42045,1108,69.16,29078,44,385,28649,UMNO,JAMAWI BIN JA'AFAR,MALE,48,8625,DAP,NOORITA SUAL,FEMALE,42,8919,,,,,,,,,,,,,,,,,,,,,WARISAN,UKIM BUANDI,MALE,,992,,,,,,,,,,,INDEPENDENT - ELEPHANT,RIDUAN BIN RUBIN,MALE,35,10027,INDEPENDENT - TRACTOR,PEGGY CHAW ZHI TING,FEMALE,23,86,,,,,,,,,,
P. 182,SABAH,P. 182,PENSIANGAN,BN - PBRS,,55672,5412,67.51,37584,91,383,37110,PBRS,DATUK ARTHUR JOSEPH KURUP,MALE,40,19623,PKR,SANGKAR BIN RASAM,MALE,60,14211,,,,,,PEJUANG,JAMANI BIN DERIMIN,MALE,,124,,,,,,,,,,,WARISAN,SITI NOORHASMAWATTY OSMAN,FEMALE,,1512,KDM,JEKERISON KILAN,MALE,52,1640,,,,,,,,,,,,,,,,,,,,,,,,,
P. 183,SABAH,P. 183,BELURAN,PN - PPBM,,44727,1594,66.96,29951,83,534,29334,UMNO,BENEDICT ASMAT,MALE,54,9709,UPKO,FELIX JOSEPH SAANG,MALE,,4460,PPBM,RONALD KIANDEE,MALE,61,11303,PEJUANG,HAUSING BIN SAMSUDIN @ SUDIN,MALE,,155,,,,,,,,,,,WARISAN,ROWIENA RASID,FEMALE,34,3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 184,SABAH,P. 184,LIBARAN,BN - UMNO,,72332,12618,63.09,45632,194,907,44531,UMNO,SUHAIMI BIN NASIR,MALE,54,22969,UPKO,DR PETER JR NAINTIN,MALE,,10351,,,,,,PUTRA,JEFFRI @ AMAT PUDANG,MALE,,826,,,,,,,,,,,WARISAN,SHARIF BOKRATA,MALE,,9185,PPRS,NORDIN BIN KHANI,MALE,,541,,,,,,,,,,,INDEPENDENT - TREE,HJ. AMDAN BIN TUMPONG,MALE,,659,,,,,,,,,,
P. 185,SABAH,P. 185,BATU SAPI,GRS - PPBM,,43916,4821,62.87,27608,92,479,27037,,,,,,DAP,LIAU FUI FUI,FEMALE,39,7331,,,,,,PUTRA,BONI YUSUF JUANICO ABDULLAH,MALE,,176,,,,,,PPBM,KHAIRUL FIRDAUS AKBAR KHAN,MALE,,12152,WARISAN,ALIAS BIN SANI,MALE,,7218,,,,,,,,,,,INDEPENDENT - BOOK,IR. HJ. OTHMAN HJ. AHMAD,MALE,,160,,,,,,,,,,,,,,,
P. 186,SABAH,P. 186,SANDAKAN,PH - DAP,,55542,11031,56.77,31533,134,480,30919,,,,,,DAP,VIVIAN WONG SHIR YEE,FEMALE,33,16673,,,,,,,,,,,,,,,,SAPP,LAU CHI KEONG @ THOMAS LAU,MALE,73,5054,WARISAN,ALEX THIEN,MALE,31,5642,,,,,,,,,,,INDEPENDENT - TREE,PETER HII,MALE,,2342,INDEPENDENT - DONKEY,SYEIKH LOKEMAN,MALE,,962,INDEPENDENT - BOOK,HAJJAH LITA TAN BINTI ABDULLAH,FEMALE,,246,,,,,
P. 187,SABAH,P. 187,KINABATANGAN,BN - UMNO,,44773,4330,66.74,29882,76,452,29354,UMNO,BUNG MOKTAR BIN RADIN,MALE,63,16842,,,,,,,,,,,,,,,,,,,,,,,,,,WARISAN,MAZLIWATI BINTI ABDUL MALEK,FEMALE,49,12512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 188,SABAH,P. 188,LAHAD DATU,WARISAN,,100256,4376,59.02,59167,194,828,58145,UMNO,MAIZATUL AKMAM BT HJ ALAWI,FEMALE,51,22740,DAP,SIA YU HOCK,MALE,34,8289,,,,,,,,,,,,,,,,,,,,,WARISAN,DATO' HJ MOHAMMAD YUSOF BIN APDAL,MALE,62,27116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 189,SABAH,P. 189,SEMPORNA,WARISAN,,72169,20810,55.39,39978,282,787,38909,,,,,,PKR,ARASTAM BIN PANDOROG,MALE,,1848,,,,,,PEJUANG,AB RAJIK AB HAMID,MALE,,467,,,,,,PPBM,NIXON BIN ABDUL HABI,MALE,,7892,WARISAN,MOHD SHAFIE APDAL,MALE,66,28702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 190,SABAH,P. 190,TAWAU,GRS - PBS,,87477,3800,59.01,51616,232,697,50687,,,,,,PKR,CHRISTINA LIEW,FEMALE,70,16065,,,,,,PEJUANG,HERMAN BIN AMDAS,MALE,,1067,,,,,,PBS,LO SU FUI,MALE,,19865,WARISAN,KC CHEN KET CHUIN,MALE,28,11263,,,,,,,,,,,INDEPENDENT - TREE,DATO' CHIN CHEE SYN,MALE,,651,INDEPENDENT - AEROPLANE,MOHD SALLEH BACHO,MALE,,1776,,,,,,,,,,
P. 191,SABAH,P. 191,KALABAKAN,BN - UMNO,,83970,9100,60.49,50791,246,515,50030,UMNO,ANDI MUHAMMAD SURYADY BIN BANDY,MALE,41,23855,PKR,NORAINI ABD GHAPUR,FEMALE,,9398,,,,,,PEJUANG,DR NUR AINI ABD RAHMAN (MD),FEMALE,,1681,,,,,,,,,,,WARISAN,MA'MUN BIN SULAIMAN,MALE,66,14755,,,,,,,,,,,INDEPENDENT - TREE,DATO MUHAMAD,MALE,,341,,,,,,,,,,,,,,,
P. 192,SARAWAK,P. 192,MAS GADING,PH - DAP,,47171,5480,67.61,31892,94,419,31379,,,,,,DAP,MORDI ANAK BIMOL,MALE,37,17274,,,,,,,,,,,PDP,LIDANG DISEN,MALE,47,11794,,,,,,,,,,,PBK,RYAN SIM MIN LEONG,MALE,43,2311,,,,,,,,,,,,,,,,,,,,,,,,,
P. 193,SARAWAK,P. 193,SANTUBONG,GPS - PBB,,79540,38681,66.27,52713,254,650,51809,,,,,,PAN,MOHAMAD ZEN PELI,MALE,,5058,,,,,,,,,,,PBB,NANCY SHUKRI,FEMALE,61,43739,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,AFFENDI BIN JEMAN,MALE,59,3012,,,,,,,,,,,,,,,
P. 194,SARAWAK,P. 194,PETRA JAYA,GPS - PBB,,109809,41363,63.81,70074,360,551,69163,,,,,,PKR,SOPIAN JULAIHI,MALE,53,13382,,,,,,,,,,,PBB,FADILLAH BIN YUSOF,MALE,60,54745,,,,,,,,,,,SEDAR,OTHMAN BIN ABDILLAH,MALE,66,1036,,,,,,,,,,,,,,,,,,,,,,,,,
P. 195,SARAWAK,P. 195,BANDAR KUCHING,PH - DAP,,109710,28891,58.4,64068,192,301,63575,,,,,,DAP,KELVIN YII LEE WUEN,MALE,36,45353,,,,,,,,,,,SUPP,TAY TZE KOK,MALE,,16462,,,,,,,,,,,PSB,VOON LEE SHAN,MALE,67,1760,,,,,,,,,,,,,,,,,,,,,,,,,
P. 196,SARAWAK,P. 196,STAMPIN,PH - DAP,,121009,7158,61.6,74547,248,546,73753,,,,,,DAP,CHONG CHIENG JEN,MALE,51,39310,,,,,,,,,,,SUPP,LO KHERE CHIANG,MALE,62,32152,,,,,,,,,,,PSB,LUE CHENG HING,MALE,58,2291,,,,,,,,,,,,,,,,,,,,,,,,,
P. 197,SARAWAK,P. 197,KOTA SAMARAHAN,GPS - PBB,,82229,29445,68.39,56238,235,892,55111,,,,,,PAN,ABANG HALIL,MALE,62,12833,,,,,,,,,,,PBB,DATUK HJH RUBIAH BINTI WANG,FEMALE,,42278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 198,SARAWAK,P. 198,PUNCAK BORNEO,GPS - PBB,,79969,13338,65.09,52049,255,640,51154,,,,,,PKR,DIOG ANAK DIOS,MALE,55,16119,,,,,,,,,,,PBB,WILLIE ANAK MONGIN,MALE,,29457,,,,,,,,,,,PSB,IANA ANAK AKAM,FEMALE,47,5578,,,,,,,,,,,,,,,,,,,,,,,,,
P. 199,SARAWAK,P. 199,SERIAN,GPS - SUPP,,65273,16697,62.23,40620,135,511,39974,,,,,,DAP,LEARRY ANAK JABUL,MALE,42,5289,,,,,,,,,,,SUPP,DATO' SRI RICHARD RIOT ANAK JAEM,MALE,71,22876,,,,,,,,,,,PSB,ELSIY A/K TINGANG,FEMALE,61,5630,,,,,,,,,,,INDEPENDENT - KEY,DR ALIM IMPIRA,MALE,,6179,,,,,,,,,,
P. 200,SARAWAK,P. 200,BATANG SADONG,GPS - PBB,,32640,14893,70.23,22924,102,379,22443,,,,,,PAN,CIKGU LAHAJI,MALE,71,3775,,,,,,,,,,,PBB,RODIYAH BINTI SAPIEE,FEMALE,44,18668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 201,SARAWAK,P. 201,BATANG LUPAR,GPS - PBB,,43072,14463,65.28,28118,101,458,27559,,,,,,PAN,WEL @ MAXWEL ROJIS,MALE,,2768,PAS,HAMDAN SANI,MALE,35,5164,,,,,,PBB,MOHAMAD SHAFIZAN,MALE,37,19627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 202,SARAWAK,P. 202,SRI AMAN,GPS - PRS,,50164,4039,64.69,32449,97,435,31917,,,,,,PKR,NAGA LIBAU @ TAY,MALE,44,2021,,,,,,,,,,,PRS,DORIS SOPHIA ANAK BRODI,FEMALE,62,14131,,,,,,,,,,,PSB,WILSON ANAK ENTABANG,MALE,59,10092,,,,,,,,,,,INDEPENDENT - TREE,MASIR ANAK KUJAT,MALE,68,5673,,,,,,,,,,
P. 203,SARAWAK,P. 203,LUBOK ANTU,GPS - PRS,,28995,100,67.38,19537,43,200,19294,,,,,,PKR,LANGGA LIAS,MALE,61,746,PPBM,JUGAH MUYANG,MALE,58,5360,,,,,,PRS,ROY ANGAU ANAK GINGKOI,MALE,43,6644,,,,,,,,,,,PSB,JOHNICHAL RAYONG NGIPA,MALE,60,6544,,,,,,,,,,,,,,,,,,,,,,,,,
P. 204,SARAWAK,P. 204,BETONG,GPS - PBB,,41743,11302,65.25,27239,98,428,26713,,,,,,PKR,PATRICK KAMIS @ HJ KAMENG,MALE,58,5177,,,,,,,,,,,PBB,DR. RICHARD RAPU,MALE,59,16479,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - SAMPAN,HASBIE BIN SATAR,MALE,49,5057,,,,,,,,,,,,,,,
P. 205,SARAWAK,P. 205,SARATOK,PN - PPBM,,44531,8826,70.27,31293,76,376,30841,,,,,,PKR,IBIL JAYA,MALE,61,1221,PPBM,DATUK ALI BIJU,MALE,54,19223,,,,,,PDP,GIENDAM JONATHAN TAIT,MALE,,10397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 206,SARAWAK,P. 206,TANJONG MANIS,GPS - PBB,,32948,13908,58.87,19395,117,238,19040,,,,,,PAN,USTAZAH ZAINAB,FEMALE,53,2566,,,,,,,,,,,PBB,IR. YUSUF ABD WAHAB,MALE,,16474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 207,SARAWAK,P. 207,IGAN,GPS - PBB,,28290,14662,61.1,17286,66,234,16986,,,,,,PAN,HUD ANDRI,MALE,50,1162,,,,,,,,,,,PBB,AHMAD JOHNIE BIN ZAWAWI,MALE,,15824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 208,SARAWAK,P. 208,SARIKEI,GPS - SUPP,,55018,3697,67.3,37025,126,436,36463,,,,,,DAP,RODERICK WONG SIEW LEAD,MALE,32,16383,,,,,,,,,,,SUPP,HUANG TIONG SII,MALE,53,20080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 209,SARAWAK,P. 209,JULAU,PBM,,34850,1340,65.79,22927,59,331,22537,,,,,,,,,,,,,,,,,,,,,PRS,JOSEPH SALANG,MALE,71,7819,,,,,,,,,,,PBM,LARRY SOON @ LARRY SNG WEI SHIEN,MALE,43,9159,PBDS,SUSAN ANAK GEORGE,FEMALE,37,335,,,,,,INDEPENDENT - AEROPLANE,ELLY LAWAI NGALAI,MALE,55,5224,,,,,,,,,,
P. 210,SARAWAK,P. 210,KANOWIT,GPS - PRS,,30988,236,59.41,18410,61,306,18043,,,,,,PKR,JOSEPH NYAMBONG,MALE,61,7175,,,,,,,,,,,PRS,AARON AGO ANAK DAGANG,MALE,64,7411,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,DR. ELLI LUHAT,MALE,65,427,INDEPENDENT - BOOK,GEORGE CHEN,MALE,60,741,INDEPENDENT - CHAIR,MICHAEL ANAK LIAS,MALE,63,2289,,,,,
P. 211,SARAWAK,P. 211,LANANG,PH - DAP,,87356,11544,61.78,53972,161,865,52946,,,,,,DAP,ALICE LAU KIONG YIENG,FEMALE,41,30120,,,,,,,,,,,SUPP,WONG CHING YONG,MALE,,18576,,,,,,,,,,,PSB,PRISCILLA LAU,FEMALE,53,3663,,,,,,,,,,,INDEPENDENT - DONKEY,DATO WONG TIING KIONG,MALE,60,587,,,,,,,,,,
P. 212,SARAWAK,P. 212,SIBU,PH - DAP,,105875,7760,63.67,67409,237,1230,65942,,,,,,DAP,OSCAR LING CHAI YEW,MALE,45,31287,,,,,,,,,,,SUPP,CLARENCE TING ING HORH,MALE,,23527,,,,,,,,,,,PSB,WONG SOON KOH,MALE,80,11128,,,,,,,,,,,,,,,,,,,,,,,,,
P. 213,SARAWAK,P. 213,MUKAH,GPS - PBB,,46964,15686,59.98,28167,71,316,27780,,,,,,PKR,ABDUL JALIL,MALE,61,6047,,,,,,,,,,,PBB,HANIFAH HAJAR TAIB,FEMALE,50,21733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
