UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,GTA,GTA CANDIDATE,GTA CANDIDATE GENDER,GTA CANDIDATE AGE,GTA VOTE,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GRS,GRS CANDIDATE,GRS CANDIDATE GENDER,GRS CANDIDATE AGE,GRS VOTE,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE GENDER,WARISAN CANDIDATE AGE,WARISAN VOTE,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE GENDER,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE GENDER,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE GENDER,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE GENDER,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE GENDER,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE GENDER,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE
P.043,PULAU PINANG,P.043,BAGAN,PH - DAP,,89447,49648,77.72,69516,124,738,68654,MCA,TAN CHUAN HONG,MALE,55,5385,DAP,LIM GUAN ENG,MALE,62,55797,PPBM,ALAN OH,MALE,,6149,IMAN,HAFIZ,MALE,35,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.044,PULAU PINANG,P.044,PERMATANG PAUH,PN - PAS,,107186,5272,82.34,88254,158,648,87448,UMNO,DATUK ZAIDI,MALE,53,16971,PKR,NURUL IZZAH ANWAR,FEMALE,41,32366,PAS,UST FAWWAZ MD JAN,MALE,39,37638,PUTRA,CIKGU NASIR,MALE,,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.045,PULAU PINANG,P.045,BUKIT MERTAJAM,PH - DAP,,120819,57685,77.55,93695,183,767,92745,MCA,AH PANG,MALE,39,6986,DAP,STEVEN SIM CHEE KEONG,MALE,40,71722,PAS,STEVEN KOH,MALE,41,14037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.046,PULAU PINANG,P.046,BATU KAWAN,PH - DAP,,88812,40400,78.55,69759,89,839,68831,MCA,TAN LEE HUAT,MALE,55,7145,DAP,CHOW KON YEOW,MALE,64,50744,GERAKAN,WONG CHIA ZHEN,MALE,37,10344,,,,,,,,,,,,,,,,WARISAN,ONG CHIN WEN,MALE,,450,PRM,LEE AH LEONG,MALE,75,148,,,,,,,,,,,,,,,,,,,,,,,,,
P.047,PULAU PINANG,P.047,NIBONG TEBAL,PH - PKR,,100062,16293,80.43,80477,148,1021,79308,MMSP,DATUK SERI THANENTHIRAN,MALE,59,10660,PKR,FADHLINA BINTI SIDEK,FEMALE,44,42188,PPBM,DATO' MANSOR BIN OTHMAN,MALE,72,25895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,GOH KHENG HUAT,MALE,60,565,,,,,,,,,,,,,,,
P.048,PULAU PINANG,P.048,BUKIT BENDERA,PH - DAP,,92521,42610,68.53,63404,262,653,62489,PCM,RICHIE HUAN XIN YUN,MALE,33,5417,DAP,SYERLEENA ABDUL RASHID,FEMALE,42,49353,GERAKAN,HNG CHEE WEY,MALE,,6743,,,,,,,,,,,,,,,,,,,,,PRM,TEH YEE CHEU,MALE,64,677,,,,,,INDEPENDENT - PEN,RAZALIF ZAIN,MALE,,299,,,,,,,,,,,,,,,
P.049,PULAU PINANG,P.049,TANJONG,PH - DAP,,52803,28754,72.23,38141,72,386,37683,MCA,TAN KIM NEE,FEMALE,38,3214,DAP,LIM HUI YING,FEMALE,59,31968,GERAKAN,AH LENG,MALE,58,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.050,PULAU PINANG,P.050,JELUTONG,PH - DAP,,93989,38604,76.34,71753,188,858,70707,IPF,DATUK LOGANATHAN A/L THORAISAMY,MALE,59,7387,DAP,SANISVARA NETHAJI RAYER (RSN RAYER),MALE,51,50369,GERAKAN,BALJIT SINGH,MALE,56,11765,,,,,,,,,,,,,,,,WARISAN,LIM HUAT POH (MARTIN),MALE,54,442,PRM,KOH SWE YONG,MALE,71,264,,,,,,INDEPENDENT - CHAIR,YACOOB BIN NOOR,MALE,33,480,,,,,,,,,,,,,,,
P.051,PULAU PINANG,P.051,BUKIT GELUGOR,PH - DAP,,117134,63112,74.27,86996,277,646,86073,MCA,WONG CHIN CHONG,MALE,48,6777,DAP,RAMKARPAL SINGH,MALE,46,71204,PPBM,P. THINAGARANABHAN,MALE,41,8092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.052,PULAU PINANG,P.052,BAYAN BARU,PH - PKR,,119640,34902,76.24,91217,339,1170,89708,MCA,SAW YEE FUNG,FEMALE,33,13377,PKR,SIM TZE TZIN,MALE,46,55209,GERAKAN,OH TONG KEONG,MALE,54,20307,,,,,,,,,,,,,,,,WARISAN,JEFF OOI,MALE,67,440,PRM,RAVINDER SINGH,MALE,80,251,,,,,,INDEPENDENT - KEY,KAN CHEE YUEN,MALE,49,124,,,,,,,,,,,,,,,
P.053,PULAU PINANG,P.053,BALIK PULAU,PH - PKR,,80264,1582,80.9,64937,163,863,63911,UMNO,DATUK SHAH HEADAN BIN AYOOB SHAH,MALE,58,15478,PKR,MUHAMMAD BAKHTIAR BIN WAN CHIK,MALE,57,24564,PPBM,HARRIS IDAHAM RASHID,MALE,30,22982,PEJUANG,FAZLI MOHAMMAD,MALE,47,341,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,DATO' SRI JOHNNY (DSJ),MALE,50,180,INDEPENDENT - TREE,DATO SRI SABARUDDIN BIN AHMAD,MALE,49,366,,,,,,,,,,
P.054,PERAK,P.054,GERIK,PN - PPBM,,47565,1377,74.34,35360,78,670,34612,UMNO,DR ASYRAF WAJDI DUSUKI,MALE,46,13728,DAP,TARMIZI MOHD JAM,MALE,53,5779,PPBM,FATHUL HUZIR AYOB,MALE,,15105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.055,PERAK,P.055,LENGGONG,BN - UMNO,,36950,879,76.29,28190,68,443,27679,UMNO,DR SHAMSUL ANUAR NASARAH,MALE,55,12588,PKR,JUREY LATIFF ROSLI,MALE,56,3382,PAS,USTAZ RIF'AAT RAZMAN,MALE,,11709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.056,PERAK,P.056,LARUT,PN - PPBM,,65719,11598,80.29,52764,138,751,51875,UMNO,SHAFIQ FHADLY MAHMUD,MALE,37,16752,PAN,USTAZ ZOLKHARNAIN BIN ABIDIN,MALE,,6207,PPBM,DATO SERI HAMZAH ZAINUDIN,MALE,65,28350,BERJASA,USTAZ AUZAIE,MALE,47,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.057,PERAK,P.057,PARIT BUNTAR,PN - PAS,,68502,5395,78.24,53596,101,592,52903,UMNO,CIKGU IMRAN,MALE,47,11593,PAN,DATUK SERI DR MUJAHID YUSOF RAWA,MALE,58,17828,PAS,USTAZ MISBAH,MALE,,23223,PEJUANG,HJ ROHIJAS,MALE,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.058,PERAK,P.058,BAGAN SERAI,PN - PAS,,80293,18551,79.11,63519,93,893,62533,UMNO,HAJI ZUL HELMI GHAZALI,MALE,43,15202,PKR,SITI AISHAH BINTI SHAIK ISMAIL,FEMALE,37,13195,PAS,DATUK USTAZ IDRIS,MALE,59,33753,PEJUANG,HAJI AHMAD LUQMAN,MALE,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.059,PERAK,P.059,BUKIT GANTANG,PN - PPBM,,94253,12756,77.17,72738,138,1033,71567,UMNO,MOHAMMAD SOLLEHIN,MALE,,19869,PAN,DR FAKHARULUDIN MOHD HASHIM,MALE,58,18565,PPBM,DATO' SYED ABU HUSSIN,MALE,62,32625,PEJUANG,MOHD SHUKRI,MALE,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.060,PERAK,P.060,TAIPING,PH - DAP,,121566,25529,70.87,86159,247,1143,84769,MCA,NEOW CHOO SEONG,MALE,37,14599,DAP,WONG KAH WOH,MALE,42,47098,GERAKAN,CIKGU SEE TEAN SENG,MALE,66,21569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,MOHGANAN A/L P MANIKAM,MALE,,236,INDEPENDENT - RABBIT,TS.DR.RAMA,MALE,,113,INDEPENDENT - SPECTACLES,LEOW THYE YIH,MALE,55,1154,,,,,
P.061,PERAK,P.061,PADANG RENGAS,PN - PPBM,,38686,3046,78.36,30316,68,370,29878,UMNO,MOHD ARRIF BIN ABDUL MAJID,MALE,,9885,PKR,KAMIL MUNIM,MALE,32,7062,PPBM,KAPTEN AZAHARI,MALE,,12931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.062,PERAK,P.062,SUNGAI SIPUT,PH - PKR,,72395,1846,72.83,52725,85,991,51649,MIC,TAN SRI SA. VIGNESWARAN (TSV),MALE,56,19791,PKR,S. KESAVAN,MALE,50,21637,PPBM,DATO SRI IRUDIANATHAN,MALE,56,8190,PEJUANG,AHMAD FAUZI BIN MOHD JAAFAR,MALE,49,784,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,INDRANI,FEMALE,50,614,INDEPENDENT - BOOK,HAJI BAHA,MALE,63,598,INDEPENDENT - DONKEY,RAJAH A/L NARASAIM,MALE,57,35,,,,,
P.063,PERAK,P.063,TAMBUN,PH - PKR,,160558,3716,78.79,126502,305,1378,124819,UMNO,AMINUDDIN HANAFIAH,MALE,59,28111,PKR,ANWAR IBRAHIM,MALE,75,49655,PPBM,AHMAD FAIZAL AZUMU @ PEJA,MALE,52,45939,PEJUANG,ABDUL RAHIM TAHIR,MALE,,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.064,PERAK,P.064,IPOH TIMOR,PH - DAP,,118178,43888,68.41,80845,381,684,79780,MCA,NG KAI CHEONG,MALE,38,8570,DAP,HOWARD LEE CHUAN HOW,MALE,39,57549,PPBM,NOR AFZAINIZAM BIN SALLEH,MALE,,13661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.065,PERAK,P.065,IPOH BARAT,PH - DAP,,114654,56667,69.18,79315,185,774,78356,MCA,AH NAN,MALE,39,7248,DAP,M. KULA,MALE,65,63915,GERAKAN,CHEK KWONG WENG,MALE,,6815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CLOCK,TAN SRI M KAYVEAS,MALE,68,378,,,,,,,,,,,,,,,
P.066,PERAK,P.066,BATU GAJAH,PH - DAP,,111896,53836,67.86,75938,155,828,74955,MCA,TEOH CHIN CHONG,MALE,63,6793,DAP,V. SIVAKUMAR,MALE,52,60999,GERAKAN,WOO CHEONG YUEN,MALE,,7163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.067,PERAK,P.067,KUALA KANGSAR,PN - PPBM,,46985,3566,77.11,36232,35,443,35754,UMNO,MASLIN SHAM BIN RAZMAN,MALE,53,10814,PAN,DR. AHMAD TERMIZI RAMLI,MALE,68,10356,PPBM,ISKANDAR DZULKARNAIN,MALE,46,14380,PEJUANG,DR YUSMALIA BT MOHAMAD YUSOF,FEMALE,43,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.068,PERAK,P.068,BERUAS,PH - DAP,,108249,33971,67.88,73484,186,1125,72173,MCA,DING SIEW CHEE,MALE,55,12724,DAP,DATO' NGEH KOO HAM,MALE,61,46710,GERAKAN,IR. ONG KEAN SING,MALE,43,12739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.069,PERAK,P.069,PARIT,PN - PAS,,47915,2155,79.67,38173,126,502,37545,UMNO,DATO' NIZAR,MALE,53,15026,PAN,NURTHAQAFFAH NORDIN,FEMALE,31,5063,PAS,USTAZ ISMI,MALE,48,17181,PEJUANG,DR. FAIZOL FADZLI,MALE,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.070,PERAK,P.070,KAMPAR,PH - DAP,,89894,14330,67.19,60399,161,852,59386,MCA,LEE CHEE LEONG,MALE,57,16137,DAP,CHONG ZEMIN,MALE,,30467,GERAKAN,JANICE WONG,FEMALE,,12127,,,,,,,,,,,,,,,,WARISAN,LEONG CHEOK KENG,MALE,,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.071,PERAK,P.071,GOPENG,PH - PKR,,143657,27148,73.09,105000,270,1092,103638,MCA,CALLY TING,FEMALE,32,18393,PKR,TAN KAR HING,MALE,40,55880,PPBM,MUHAMMAD FARHAN BIN ABDUL RAHIM,MALE,29,28732,,,,,,,,,,,,,,,,WARISAN,BALACHANDRAN A/L GOPAL,MALE,45,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.072,PERAK,P.072,TAPAH,BN - MIC,,61946,5064,73.51,45537,90,966,44481,MIC,DATUK SERI M. SARAVANAN,MALE,54,18398,PKR,SARASWATHY KANDASAMI,FEMALE,,13334,PPBM,DATUK HAJI MUHAMMAD YADZAN BIN HAJI MOHAMMAD,MALE,,12115,PEJUANG,MIOR HAIDIR,MALE,,335,,,,,,,,,,,WARISAN,MOHAMED AKBAR B. YASIN,MALE,,200,,,,,,,,,,,INDEPENDENT - KEY,M. KATHIRAVAN,MALE,,99,,,,,,,,,,,,,,,
P.073,PERAK,P.073,PASIR SALAK,PN - PAS,,74761,5003,77.87,58218,310,885,57023,UMNO,KHAIRUL AZWAN HARUN,MALE,46,19894,PKR,USTAZ NIK OMAR,MALE,57,11693,PAS,USTAZ JAMALUDIN BIN YAHYA,MALE,51,24897,PUTRA,ZAIROL HIZAM BIN ZAKARIA,MALE,49,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.074,PERAK,P.074,LUMUT,PN - PPBM,,92972,363,78.17,72673,520,991,71162,UMNO,DR ZAMBRY ABD KADIR,MALE,60,24849,PAN,DR HATTA RAMLI,MALE,66,20358,PPBM,KOMANDER (B) NORDIN,MALE,56,25212,PEJUANG,MAZLAN ABD GHANI,MALE,47,385,,,,,,,,,,,WARISAN,KOMANDER ISNIN,MALE,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.075,PERAK,P.075,BAGAN DATUK,BN - UMNO,,58183,348,73.38,42694,90,748,41856,UMNO,ZAHID HAMIDI,MALE,69,16578,PKR,DATUK SERI HAJI SHAMSUL ISKANDAR,MALE,47,16230,PPBM,DR. FAIZ NA'AMAN,MALE,39,8822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,TAWFIK TUN DR ISMAIL,MALE,71,226,,,,,,,,,,,,,,,
P.076,PERAK,P.076,TELUK INTAN,PH - DAP,,87222,15169,74.68,65137,218,725,64194,MIC,DATO T. MURUGIAH,MALE,,12304,DAP,NGA KOR MING,MALE,50,33133,PPBM,ZAINOL FADZI PAHARUDIN,MALE,56,17964,PEJUANG,AMIR KHUSYAIRI,MALE,40,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.077,PERAK,P.077,TANJONG MALIM,PH - PKR,,93873,3541,75.56,70928,113,1144,69671,MCA,DR MAH HANG SOON,MALE,57,20963,PKR,CHANG LIH KANG,MALE,41,25140,PPBM,NOLEE RADZI,FEMALE,47,21599,IMAN,DR AMIR HAMZAH,MALE,50,609,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - DONKEY,DATUK JAMALUDDIN BIN MOHD. RADZI,MALE,66,1032,INDEPENDENT - PEN,CIKGU IZZAT JOHARI,MALE,,328,,,,,,,,,,
P.078,PAHANG,P.078,CAMERON HIGHLANDS,BN - UMNO,,46020,4544,74.29,34189,74,850,33265,UMNO,DATO' RAMLI BIN MOHD NOR,MALE,64,16120,DAP,CHIONG YOKE KONG,MALE,39,11576,PPBM,DR.ABDUL RASID,MALE,,5569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.079,PAHANG,P.079,LIPIS,BN - UMNO,,47124,6118,77.12,36343,100,388,35855,UMNO,DATO SRI ABDUL RAHMAN BIN MOHAMAD,MALE,58,17672,DAP,TENGKU ZULPURI SHAH BIN RAJA PUJI,MALE,58,6366,PPBM,DATO' SHAHRUM,MALE,69,11554,PEJUANG,AISHATON BINTI ABU BAKAR,FEMALE,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.080,PAHANG,P.080,RAUB,PH - DAP,,75064,4357,76.06,57097,121,741,56235,MCA,CHONG SIN WOON,MALE,48,16939,DAP,CHOW YU HUI,MALE,33,21613,PPBM,DATO FAKRUNIZAM IBRAHIM,MALE,41,17256,PEJUANG,NORKHAIRUL ANUAR BIN MOHAMED NOR,MALE,,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.081,PAHANG,P.081,JERANTUT,PN - PAS,,87051,8092,77.86,67774,182,838,66754,UMNO,DATO' MOHD ZUKARMI,MALE,,23609,PKR,DATO' DR HASSAN BASRI BIN AWANG MAT DAHAN,MALE,,11444,PAS,IR. HAJI KHAIRIL,MALE,43,31701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.082,PAHANG,P.082,INDERA MAHKOTA,PN - PPBM,,120549,8450,78.3,94392,285,780,93327,MCA,DATO' QUEK TAI SEONG,MALE,43,16544,PKR,HAJI ZURAIDI ISMAIL,MALE,56,33234,PPBM,DATO' SRI SAIFUDDIN ABDULLAH,MALE,61,41684,BERJASA,DR. MOHAMAD NOR BIN SUNDARI,MALE,58,1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.083,PAHANG,P.083,KUANTAN,PN - PAS,,87597,2866,78.22,68515,122,631,67762,UMNO,DATO' SRI AB HAMID BIN MOHD NAZAHAR,MALE,57,19114,PKR,FUZIAH SALLEH,FEMALE,64,22648,PAS,WAN RAZALI WAN NOR,MALE,41,25514,PEJUANG,MEJAR ANUAR TAJUDDIN (B),MALE,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.084,PAHANG,P.084,PAYA BESAR,BN - UMNO,,79744,1317,78.71,62769,108,678,61983,UMNO,DATO' INDERA MOHD SHAHAR BIN ABDULLAH,MALE,42,26899,PAN,AHMAD AZAM,MALE,62,9192,PAS,USTAZ AIRE ROSLAN,MALE,40,25582,PEJUANG,IR. ROSMINAHAR,MALE,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.085,PAHANG,P.085,PEKAN,BN - UMNO,,119443,8949,79.22,94618,227,1350,93041,UMNO,SH MOHMED PUZI BIN SH ALI,MALE,,47418,PKR,MOHD NAIM ZAINAL ABIDIN,MALE,56,6316,PAS,USTAZ MOHD FADHIL NOOR,MALE,,38469,PEJUANG,DATO' RADHI ABDUL RAZAK,MALE,,472,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - HOUSE,TENGKU DATO' HISHAM,MALE,66,366,,,,,,,,,,,,,,,
P.086,PAHANG,P.086,MARAN,PN - PAS,,53128,1821,78.42,41665,151,422,41092,UMNO,SHAHANIZA SHAMSUDDIN,FEMALE,52,17779,PAN,AHMAD SHUHOR,MALE,,3547,PAS,DATO SRI DR HJ ISMAIL B HJ ABD MUTTALIB,MALE,68,19600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,MUHAMAD HAFIZ AL-HAFIZ,MALE,,166,,,,,,,,,,,,,,,
P.087,PAHANG,P.087,KUALA KRAU,PN - PAS,,60537,1024,80.02,48440,99,598,47743,UMNO,DATO' SRI DR HAJI ISMAIL BIN MOHAMED SAID,MALE,55,21481,PAN,JUHARI OSMAN,MALE,45,3593,PAS,USTAZ HAJI KAMAL BIN ASHAARI,MALE,52,22505,PEJUANG,SHAHRUDDIN MOHAMED SALLEH,MALE,66,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.088,PAHANG,P.088,TEMERLOH,PN - PAS,,106829,5520,78.27,83612,216,759,82637,UMNO,DATO' SRI HJ MOHD SHARKAR BIN HJ SHAMSUDIN,MALE,60,25191,PAN,HASBIE MUDA,MALE,35,25409,PAS,HJH SALAMIAH MOHD NOR,FEMALE,,30929,GB,AMINUDDIN BIN YAHAYA,MALE,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.089,PAHANG,P.089,BENTONG,PH - DAP,,87058,692,77.48,67454,122,675,66657,MCA,TAN SRI LIOW TIONG LAI,MALE,61,24383,DAP,YOUNG SYEFURA BINTI OTHMAN,FEMALE,33,25075,PPBM,DATUK ROSLAN HASSAN,MALE,,16233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,ACHIK KHALIL,MALE,,168,INDEPENDENT - HOE,WONG TACK,MALE,,798,,,,,,,,,,
P.090,PAHANG,P.090,BERA,BN - UMNO,,77669,16695,77.9,60507,145,814,59548,UMNO,ISMAIL SABRI BIN YAAKOB,MALE,62,31762,PKR,HAJI ABAS BIN AWANG,MALE,71,15067,PPBM,DATO ASMAWI,MALE,,12719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.091,PAHANG,P.091,ROMPIN,PN - PPBM,,89131,1438,76.55,68233,177,1129,66927,UMNO,DATO' SRI HAJI HASAN BIN ARIFIN,MALE,69,30151,PKR,ERMAN SHAH,MALE,43,4779,PPBM,DATO' KHALIB,MALE,,31589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,HAMIZI BIN HUSSAIN,MALE,,408,,,,,,,,,,,,,,,
P.092,SELANGOR,P.092,SABAK BERNAM,PN - PPBM,,51609,5056,80.38,41485,62,446,40977,UMNO,ABD RAHMAN BIN BAKRI,MALE,57,12917,PAN,HJ. SHAMSUL MA`ARIF ISMAIL,MALE,58,9627,PPBM,CIKGU KALAM BIN SALAN,MALE,57,17973,GB,DATO` SRI EIZLAN YUSOF,MALE,51,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.093,SELANGOR,P.093,SUNGAI BESAR,PN - PPBM,,64382,2721,80.14,51594,83,441,51070,UMNO,DATO' SRI JAMAL YUNOS,MALE,52,13984,PKR,HJ SAIPOLYAZAN M YUSOP,MALE,52,17070,PPBM,CIKGU MUSLIMIN YAHAYA,MALE,55,19791,PUTRA,DATO' ASMAWAR BIN SAMAT,MALE,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.094,SELANGOR,P.094,HULU SELANGOR,PN - PAS,,154317,1562,80.41,124084,218,1424,122442,MIC,DATUK T.MOHAN,MALE,49,27050,PKR,DR. SATHIA PRAKASH NADARAJAN,MALE,45,45261,PAS,HASNIZAN HARUN,MALE,52,46823,PEJUANG,HARUMAINI BIN HAJI OMAR,MALE,,1849,,,,,,,,,,,,,,,,PBM,HANIZA TALHA,FEMALE,60,1013,,,,,,INDEPENDENT - PEN,AZLINDA BINTI BARONI,FEMALE,,446,,,,,,,,,,,,,,,
P.095,SELANGOR,P.095,TANJONG KARANG,PN - PPBM,,62194,2180,83.4,51872,94,573,51205,UMNO,DATO' HJH. HABIBAH,FEMALE,52,15874,,,,,,PPBM,KAPT (B) DATO DR ZULKAFPERI,MALE,,18054,GB,LANDO BROTHERHOOD,MALE,47,3557,,,,,,,,,,,,,,,,MUDA,CIKGU RAHAYU,FEMALE,41,12314,,,,,,INDEPENDENT - TREE,MOHD ROSNI,MALE,59,1406,,,,,,,,,,,,,,,
P.096,SELANGOR,P.096,KUALA SELANGOR,PH - PAN,,102951,1002,85.17,87685,132,1072,86481,UMNO,TENGKU ZAFRUL AZIZ,MALE,49,30031,PAN,DS DR DZULKEFLY BIN AHMAD,MALE,66,31033,PAS,USTAZ MOHD NOOR SHAHAR,MALE,46,23639,PEJUANG,YB SHAID ROSLI,MALE,40,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.097,SELANGOR,P.097,SELAYANG,PH - PKR,,181539,23619,80.63,146369,300,1188,144881,MCA,CHAN WUN HOONG,MALE,43,19425,PKR,WILLIAM LEONG JEE KEEN,MALE,65,72773,PPBM,DATUK ABDUL RASHID ASARI,MALE,71,49154,PEJUANG,SALLEH AMIRUDDIN,MALE,59,2584,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,MUHAMMAD ZAKI BIN OMAR,MALE,37,945,,,,,,,,,,,,,,,
P.098,SELANGOR,P.098,GOMBAK,PH - PKR,,206744,12729,80.8,167047,499,1122,165426,UMNO,MEGAT ZULKARNAIN BIN OMARDIN,MALE,53,30723,PKR,AMIRUDIN SHARI,MALE,42,72267,PPBM,DATO' SERI AZMIN ALI,MALE,58,59538,PUTRA,DATUK DR. AZIZ JAMALUDIN,MALE,68,2223,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,IR HJ ZULKIFLI,MALE,,675,,,,,,,,,,,,,,,
P.099,SELANGOR,P.099,AMPANG,PH - PKR,,133494,29681,79.06,105547,283,834,104430,MCA,IVONE LOW YI WEN,FEMALE,29,11509,PKR,RODZIAH ISMAIL,FEMALE,58,56754,PPBM,SASHA LYNA,FEMALE,,27073,PEJUANG,DR. NURUL ASHIKIN,FEMALE,33,2653,,,,,,,,,,,WARISAN,BRYAN LAI,MALE,,1423,PBM,ZURAIDA BINTI KAMARUDDIN,FEMALE,64,4589,,,,,,INDEPENDENT - PEN,M.RAVEEN,MALE,,148,INDEPENDENT - CLOCK,MUHAMMAD SHAFIQ IZWAN BIN MOHD YUNOS,MALE,,188,INDEPENDENT - ELEPHANT,TAN HUA MENG,MALE,,93,,,,,
